Node	hg38_symbol	hg38_ensgid	Degree Centrality	Betweenness Centrality
9606.ENSP00000264144	LAMC2	ENSG00000058085	0.0044606429853669	2.798631632239451e-05
9606.ENSP00000264012	CDH3	ENSG00000062038	0.0053854104335527	3.221306956447067e-05
9606.ENSP00000296181	ITGB5	ENSG00000082781	0.010716422781918	0.0002086932858817
9606.ENSP00000362817	FABP3	ENSG00000121769	0.0041886525594299	2.68033534493566e-05
9606.ENSP00000454623	ITGAX	ENSG00000140678	0.003807865963118	2.275254631790125e-05
9606.ENSP00000416330	TGFBI	ENSG00000120708	0.0017951368111842	7.005683739514173e-06
9606.ENSP00000283249	ITGB6	ENSG00000115221	0.0095196649077952	8.189891852038895e-05
9606.ENSP00000353654	COL4A2	ENSG00000134871	0.0066365663928629	0.000119818627329
9606.ENSP00000378340	COL4A6	ENSG00000197565	0.0053854104335527	3.549226984387959e-05
9606.ENSP00000222399	LAMB1	ENSG00000091136	0.0060381874558015	6.71032742026296e-05
9606.ENSP00000312185	ELMO1	ENSG00000155849	0.0047870314964913	2.9169626954123503e-05
9606.ENSP00000331902	COL4A5	ENSG00000188153	0.0054942066039275	7.237839030057329e-05
9606.ENSP00000361850	PLAU	ENSG00000122861	0.0032094870260566	4.931390671737548e-05
9606.ENSP00000377003	TSPAN8	ENSG00000127324	0.0023391176630582	9.735067523330952e-06
9606.ENSP00000480998	BHLHE23	ENSG00000125533	0.0031550889408692	3.632287937763535e-05
9606.ENSP00000296782	RICTOR	ENSG00000164327	0.0098460534189196	0.0001027252149222
9606.ENSP00000374309	LAMA1	ENSG00000101680	0.0065821683076755	0.0001271275964739
9606.ENSP00000261023	ITGAV	ENSG00000138448	0.0113148017189794	0.0002225540650753
9606.ENSP00000362294	PTPRT	ENSG00000196090	0.0114235978893542	4.699157159237151e-05
9606.ENSP00000392423	RELN	ENSG00000189056	0.0026655061741826	5.758365312222952e-06
9606.ENSP00000441691	ITGAM	ENSG00000169896	0.0081053146929228	0.0001598817671599
9606.ENSP00000274376	RASA1	ENSG00000145715	0.0114235978893542	0.0001392768018589
9606.ENSP00000383376	JAM2	ENSG00000154721	0.0023391176630582	3.356058142444003e-06
9606.ENSP00000267082	ITGB7	ENSG00000139626	0.0096828591633574	0.000106534504905
9606.ENSP00000356231	RABIF	ENSG00000183155	0.002991894685307	1.3806570608328548e-05
9606.ENSP00000265967	HPS5	ENSG00000110756	0.0015231463852472	2.1633847482436354e-05
9606.ENSP00000204604	CHRD	ENSG00000090539	0.0050046238372409	0.0001122043503147
9606.ENSP00000303939	CTLA4	ENSG00000163599	0.0071805472447369	0.0002511861019593
9606.ENSP00000408695	PRKCA	ENSG00000154229	0.017896970026655	0.0005692344451912
9606.ENSP00000435460	LGALS8	ENSG00000116977	0.009356470652233	0.0002858635884046
9606.ENSP00000305355	PRKCB	ENSG00000166501	0.0095740629929826	0.0001145312960607
9606.ENSP00000315602	CHRNA3	ENSG00000080644	0.0065821683076755	0.000170010944895
9606.ENSP00000263431	PRKCG	ENSG00000126583	0.0065821683076755	6.38660702566859e-05
9606.ENSP00000396270	TSPAN14	ENSG00000108219	0.0016863406408094	3.250473175556998e-06
9606.ENSP00000173229	NTN1	ENSG00000065320	0.0152314638524723	0.0002204561200787
9606.ENSP00000373854	ITGAD	ENSG00000156886	0.0033182831964314	1.190011191195844e-05
9606.ENSP00000371958	CD9	ENSG00000010278	0.0097372572485448	0.0007429630845553
9606.ENSP00000296585	ITGA2	ENSG00000164171	0.007996518522548	0.0001405428562788
9606.ENSP00000221930	TGFB1	ENSG00000105329	0.0170266006636566	0.0009318451373057
9606.ENSP00000324532	LAMA3	ENSG00000053747	0.0071261491595495	8.107969946777676e-05
9606.ENSP00000290246	ELMO2	ENSG00000062598	0.0036446717075558	1.5092890216804358e-05
9606.ENSP00000463325	PTPRM	ENSG00000173482	0.0118043844856661	6.210273872723135e-05
9606.ENSP00000222390	HGF	ENSG00000019991	0.0057661970298645	6.153827550677314e-05
9606.ENSP00000375778	LAMB3	ENSG00000196878	0.0036990697927432	2.9117065552161968e-05
9606.ENSP00000386896	ITGA6	ENSG00000091409	0.0084861012892346	0.0001396756124069
9606.ENSP00000271588	HMCN1	ENSG00000143341	0.010444432355981	6.082517827467816e-05
9606.ENSP00000276410	CHRNA6	ENSG00000147434	0.0030462927704944	2.768928131062012e-05
9606.ENSP00000379866	COL4A4	ENSG00000081052	0.0051678180928031	2.5173317201413625e-05
9606.ENSP00000252999	LAMA5	ENSG00000130702	0.0075069357558613	8.701093618208092e-05
9606.ENSP00000347665	COL18A1	ENSG00000182871	0.0053854104335527	7.211600688678633e-05
9606.ENSP00000341189	PTK2	ENSG00000169398	0.0215416417342109	0.0006094678606924
9606.ENSP00000327290	ITGA11	ENSG00000137809	0.0028830985149322	3.513058406690604e-06
9606.ENSP00000363827	HSPG2	ENSG00000142798	0.0104988304411684	0.0002260988192901
9606.ENSP00000267970	TSPAN3	ENSG00000140391	0.0059293912854267	0.0001497349163015
9606.ENSP00000379823	COL4A3	ENSG00000169031	0.0028830985149322	7.894497000484685e-06
9606.ENSP00000264926	RAD18	ENSG00000070950	0.0170266006636566	0.000163743074518
9606.ENSP00000389252	NPNT	ENSG00000168743	0.0035902736223684	1.2605174899584092e-05
9606.ENSP00000263087	ITGAE	ENSG00000083457	0.0030462927704944	1.5218474478177104e-05
9606.ENSP00000356954	CTGF	ENSG00000118523	0.0044606429853669	5.832925188821895e-05
9606.ENSP00000333769	BSG	ENSG00000172270	0.0142522983190991	0.0006386409628265
9606.ENSP00000341198	NEO1	ENSG00000067141	0.009356470652233	0.0001210974031786
9606.ENSP00000278550	TENM4	ENSG00000149256	0.0036446717075558	7.971357351820272e-05
9606.ENSP00000367316	ITGA8	ENSG00000077943	0.0046238372409291	2.022666204334824e-05
9606.ENSP00000264187	NID1	ENSG00000116962	0.0054942066039275	9.832910667705667e-05
9606.ENSP00000324890	CD28	ENSG00000178562	0.0046238372409291	2.784091555784403e-05
9606.ENSP00000358310	ITGA10	ENSG00000143127	0.0029374966001196	2.8508438622238182e-05
9606.ENSP00000385026	CHRNA2	ENSG00000120903	0.0030462927704944	0.0001465995044794
9606.ENSP00000452120	ITGA7	ENSG00000135424	0.0053310123483653	3.44867455645269e-05
9606.ENSP00000222747	TSPAN12	ENSG00000106025	0.0013055540444976	2.344032874474994e-05
9606.ENSP00000262407	ITGA2B	ENSG00000005961	0.0079421204373606	6.940555511357418e-05
9606.ENSP00000357196	PTPRK	ENSG00000152894	0.0157754447043464	0.0004880729262948
9606.ENSP00000230538	LAMA4	ENSG00000112769	0.0034270793668062	2.911105577504613e-05
9606.ENSP00000299106	JAM3	ENSG00000166086	0.0047870314964913	2.60811283249736e-05
9606.ENSP00000400365	LAMA2	ENSG00000196569	0.0046782353261165	7.684270594895913e-05
9606.ENSP00000442600	DAG1	ENSG00000173402	0.0113148017189794	0.0002953702272717
9606.ENSP00000226218	VTN	ENSG00000109072	0.0098460534189196	0.0002698895413149
9606.ENSP00000339328	PLAUR	ENSG00000011422	0.009356470652233	0.0003660284077431
9606.ENSP00000380553	TSPAN4	ENSG00000214063	0.0025567100038078	7.335738128026491e-05
9606.ENSP00000316779	BIN1	ENSG00000136717	0.0193113202415274	0.0004376236434559
9606.ENSP00000349252	ITGAL	ENSG00000005844	0.0041342544742425	1.8084297817046206e-05
9606.ENSP00000265131	TNC	ENSG00000041982	0.0054398085187401	0.000173934577555
9606.ENSP00000417050	ENSG00000250349	ENSG00000250349	0.0040798563890551	6.895336220513725e-05
9606.ENSP00000369677	EMILIN1	ENSG00000138080	0.0034270793668062	0.0001375129538256
9606.ENSP00000355330	TGM2	ENSG00000198959	0.0084861012892346	0.0001150173242623
9606.ENSP00000362387	TSPAN15	ENSG00000099282	0.002991894685307	2.556923575970371e-05
9606.ENSP00000264741	ITGA9	ENSG00000144668	0.0046782353261165	2.117669609250727e-05
9606.ENSP00000360280	DAB1	ENSG00000173406	0.0071261491595495	0.0001246889737495
9606.ENSP00000388325	LAMB2	ENSG00000172037	0.0044606429853669	4.694795423100915e-05
9606.ENSP00000389140	DCC	ENSG00000187323	0.0113691998041668	0.000127444906334
9606.ENSP00000359285	CHRNA4	ENSG00000101204	0.0034270793668062	0.000168062901013
9606.ENSP00000258341	LAMC1	ENSG00000135862	0.0067453625632377	8.00167148816089e-05
9606.ENSP00000182290	TSPAN32	ENSG00000064201	0.0019583310667464	9.345128214226992e-07
9606.ENSP00000365351	ITGBL1	ENSG00000198542	0.0033726812816188	1.7244245671626705e-05
9606.ENSP00000353224	TFRC	ENSG00000072274	0.0129467442746015	0.0004011101681087
9606.ENSP00000263645	CD81	ENSG00000110651	0.0075069357558613	0.0002389907241744
9606.ENSP00000222573	ITGB8	ENSG00000105855	0.0064189740521133	6.169127316233778e-05
9606.ENSP00000380565	CD151	ENSG00000177697	0.0044606429853669	9.355099691994202e-05
9606.ENSP00000282588	ITGA1	ENSG00000213949	0.008812489800359	0.0001063033479224
9606.ENSP00000354360	LAMC3	ENSG00000050555	0.0056030027743023	3.401907141525149e-05
9606.ENSP00000264246	CD80	ENSG00000121594	0.0050590219224283	6.39880122370106e-05
9606.ENSP00000424226	TENM3	ENSG00000218336	0.0042974487298047	0.0001632790069226
9606.ENSP00000429430	TENM2	ENSG00000145934	0.0052222161779905	0.0001022183224247
9606.ENSP00000007735	KRT33A	ENSG00000006059	0.0004351846814992	3.525407857603953e-07
9606.ENSP00000377570	KRT34	ENSG00000131737	0.000815971277811	1.458473113231546e-06
9606.ENSP00000257951	KRT84	ENSG00000161849	0.0009791655333732	2.4090570812648685e-06
9606.ENSP00000301656	KRT27	ENSG00000171446	0.0013055540444976	2.9075036783328803e-06
9606.ENSP00000257974	KRT82	ENSG00000161850	0.000815971277811	1.454371646665945e-06
9606.ENSP00000008391	TFAP2D	ENSG00000008197	0.0017951368111842	2.7482268282233047e-06
9606.ENSP00000377265	TFAP2B	ENSG00000008196	0.0026655061741826	2.7686393601719298e-05
9606.ENSP00000310006	NR1D2	ENSG00000174738	0.0040798563890551	3.418070897384484e-05
9606.ENSP00000384018	NCOR2	ENSG00000196498	0.0213784474786487	0.0004599123484667
9606.ENSP00000307479	ARNT2	ENSG00000172379	0.0095196649077952	0.0001146486439893
9606.ENSP00000351407	ARNT	ENSG00000143437	0.0116955883152913	0.0001296318675642
9606.ENSP00000340896	ASH2L	ENSG00000129691	0.0181145623674046	0.0001301613952227
9606.ENSP00000444198	CITED2	ENSG00000164442	0.0020127291519338	4.548818960244506e-06
9606.ENSP00000262367	CREBBP	ENSG00000005339	0.0535277158244029	0.0021043623911002
9606.ENSP00000274849	ABT1	ENSG00000146109	0.00962846107817	4.198796188010734e-05
9606.ENSP00000394390	KCTD15	ENSG00000153885	0.0030462927704944	1.479838677271029e-05
9606.ENSP00000357668	ADAM12	ENSG00000148848	0.0038622640483054	0.000107718175795
9606.ENSP00000384367	KCTD1	ENSG00000134504	0.0015231463852472	4.415688403910035e-06
9606.ENSP00000363999	MRPL50	ENSG00000136897	0.0076701300114235	3.120474629489096e-05
9606.ENSP00000263253	EP300	ENSG00000100393	0.0639177500951966	0.0031053261708141
9606.ENSP00000362332	TFAP2E	ENSG00000116819	0.0017407387259968	2.8500246871855647e-06
9606.ENSP00000361721	CITED4	ENSG00000179862	0.0004351846814992	3.921799753014044e-08
9606.ENSP00000366030	C9orf41	ENSG00000156017	0.0042430506446173	0.0001484395291978
9606.ENSP00000201031	TFAP2C	ENSG00000087510	0.0065277702224881	0.00027326517574
9606.ENSP00000401764	CITED1	ENSG00000125931	0.0015231463852472	2.6823465610747112e-06
9606.ENSP00000246672	NR1D1	ENSG00000126368	0.0040798563890551	2.36158899547946e-05
9606.ENSP00000008527	CRY1	ENSG00000008405	0.008812489800359	0.0002440920851293
9606.ENSP00000256495	BHLHE40	ENSG00000134107	0.0051134200076157	8.641003040448069e-05
9606.ENSP00000361400	SFTPA2	ENSG00000185303	0.001359952129685	6.173621481204633e-06
9606.ENSP00000468263	ERC1	ENSG00000082805	0.0092476744818582	0.0002372394493936
9606.ENSP00000264122	CBLB	ENSG00000114423	0.0090300821411086	6.009378722283834e-05
9606.ENSP00000314420	PER1	ENSG00000179094	0.0058205951150519	5.2644742718732497e-05
9606.ENSP00000379563	TSPO	ENSG00000100300	0.0036990697927432	6.70009162005381e-05
9606.ENSP00000356641	RFWD2	ENSG00000143207	0.0200184953489637	0.0001936257525581
9606.ENSP00000254657	PER2	ENSG00000132326	0.0060381874558015	5.63648029480361e-05
9606.ENSP00000318944	TRAF7	ENSG00000131653	0.0115867921449164	0.0001159037227338
9606.ENSP00000261464	TRAF5	ENSG00000082512	0.009356470652233	0.000109529667907
9606.ENSP00000481110	FAM83D	ENSG00000101447	0.0017951368111842	8.123976917549146e-06
9606.ENSP00000369131	SIN3B	ENSG00000127511	0.0233367785453952	0.0004151603057108
9606.ENSP00000366271	KDM2B	ENSG00000089094	0.0202904857749007	0.0001836508585629
9606.ENSP00000359206	BTRC	ENSG00000166167	0.023717565141707	0.0007501816356129
9606.ENSP00000360141	GNAS	ENSG00000087460	0.0263830713158896	0.0021262584001307
9606.ENSP00000290363	CIART	ENSG00000159208	0.000815971277811	7.648434427142602e-07
9606.ENSP00000252744	ZSWIM6	ENSG00000130449	0.0014143502148724	6.253992540119672e-06
9606.ENSP00000298542	FRMD7	ENSG00000165694	0.001359952129685	4.950426516641153e-06
9606.ENSP00000232424	HES1	ENSG00000114315	0.0045150410705543	3.077517219245232e-05
9606.ENSP00000224862	FBXL15	ENSG00000107872	0.0034814774519936	6.465021372461409e-06
9606.ENSP00000337641	PPP2R5E	ENSG00000154001	0.0112060055486046	0.0001201898843463
9606.ENSP00000417963	PPP2R5D	ENSG00000112640	0.0123483653375401	0.0001547986993071
9606.ENSP00000315351	D2HGDH	ENSG00000180902	0.0060381874558015	4.834901820232111e-05
9606.ENSP00000266503	ARNTL2	ENSG00000029153	0.0045694391557417	3.238422026714112e-05
9606.ENSP00000423630	FBXL7	ENSG00000183580	0.0036990697927432	1.6931704548948033e-05
9606.ENSP00000330098	FBXL6	ENSG00000182325	0.0030462927704944	8.589089488856286e-06
9606.ENSP00000261523	RORA	ENSG00000069667	0.0049502257520535	3.081420509803692e-05
9606.ENSP00000363128	DEC1	ENSG00000173077	0.0010335636185606	5.954541211151056e-07
9606.ENSP00000456566	RNF151	ENSG00000179580	0.0048958276668661	1.748181663554238e-05
9606.ENSP00000399511	TNIK	ENSG00000154310	0.0061469836261763	4.271434806067122e-05
9606.ENSP00000321927	FBXL13	ENSG00000161040	0.0044062449001795	0.0001634329850513
9606.ENSP00000215770	DDTL	ENSG00000099974	0.0025567100038078	3.0835902145993794e-06
9606.ENSP00000433623	TRAF6	ENSG00000175104	0.0320948702605668	0.001562314497686
9606.ENSP00000384197	PDZRN4	ENSG00000165966	0.0055486046891149	3.431118567574095e-05
9606.ENSP00000345023	GSTO2	ENSG00000065621	0.008268508948485	6.877374498423722e-05
9606.ENSP00000307235	EIF2AK3	ENSG00000172071	0.0050590219224283	0.0001033521341007
9606.ENSP00000231487	SKP1	ENSG00000113558	0.0337268128161888	0.0017500223006724
9606.ENSP00000363386	FAM110D	ENSG00000197245	0.0002175923407496	6.210592830637645e-08
9606.ENSP00000264042	FARP2	ENSG00000006607	0.002447913833433	3.371359725890182e-05
9606.ENSP00000393198	HES4	ENSG00000188290	0.0020671272371212	6.480934893649322e-06
9606.ENSP00000247977	FBXL12	ENSG00000127452	0.0039166621334929	1.543366043528926e-05
9606.ENSP00000362994	TRAF1	ENSG00000056558	0.0121851710819779	0.0002695556773772
9606.ENSP00000446205	HES7	ENSG00000179111	0.0004351846814992	4.887127856495911e-07
9606.ENSP00000353794	FBXL22	ENSG00000197361	0.0023391176630582	1.3189242455992747e-06
9606.ENSP00000257555	HNF1A	ENSG00000135100	0.0040798563890551	3.064064508269096e-05
9606.ENSP00000369217	ARIH1	ENSG00000166233	0.0110972093782298	0.0001881381767588
9606.ENSP00000242728	BHLHE41	ENSG00000123095	0.00271990425937	4.9863705659986655e-06
9606.ENSP00000327025	RORC	ENSG00000143365	0.0049502257520535	3.2935585216375226e-05
9606.ENSP00000412178	DGKZ	ENSG00000149091	0.0050046238372409	7.494427602763102e-05
9606.ENSP00000347834	FBXL3	ENSG00000005812	0.003807865963118	7.213807165443092e-06
9606.ENSP00000215754	MIF	ENSG00000240972	0.0067997606484251	7.546333007480872e-05
9606.ENSP00000233057	EIF2AK2	ENSG00000055332	0.0089756840559212	0.000113220327678
9606.ENSP00000355204	FAM110B	ENSG00000169122	0.0009247674481858	3.834109345966098e-06
9606.ENSP00000381386	DDT	ENSG00000099977	0.00271990425937	6.835376474561063e-06
9606.ENSP00000478187	CRY2	ENSG00000121671	0.0098460534189196	0.0003531282006768
9606.ENSP00000378917	ATXN2L	ENSG00000168488	0.0143610944894739	0.0001682826800271
9606.ENSP00000387318	LRRC29	ENSG00000125122	0.002447913833433	4.668168446846959e-06
9606.ENSP00000308741	CLOCK	ENSG00000134852	0.0102812381004188	0.0001221239854343
9606.ENSP00000428876	FAM83A	ENSG00000147689	0.0010335636185606	3.608532322268298e-06
9606.ENSP00000262395	TRAF4	ENSG00000076604	0.0119675787412283	0.0002421518664719
9606.ENSP00000326804	CUL1	ENSG00000055130	0.041614535168362	0.0014798962391601
9606.ENSP00000365159	ISCA1	ENSG00000135070	0.0021215253223086	8.435402199276892e-06
9606.ENSP00000330432	FAM83F	ENSG00000133477	0.0004895827666866	2.6964689863542875e-06
9606.ENSP00000354163	FAM110A	ENSG00000125898	0.0006527770222488	3.945942867573172e-07
9606.ENSP00000373647	FAM83G	ENSG00000188522	0.0010335636185606	5.854487370506663e-06
9606.ENSP00000367065	HES2	ENSG00000069812	0.000271990425937	8.673702405566863e-08
9606.ENSP00000417581	FAM199X	ENSG00000123575	0.0013055540444976	3.458753019864515e-06
9606.ENSP00000432786	KDM2A	ENSG00000173120	0.0208344666267747	0.000223705953691
9606.ENSP00000381693	ZSWIM8	ENSG00000214655	0.001903932981559	6.09837384080612e-06
9606.ENSP00000364589	CUL4A	ENSG00000139842	0.0385138443126801	0.0010515481070125
9606.ENSP00000285046	FGD5	ENSG00000154783	0.0030462927704944	2.6475994616444333e-05
9606.ENSP00000434830	NRK	ENSG00000123572	0.0011967578741228	1.529091607841286e-06
9606.ENSP00000263266	FAM83E	ENSG00000105523	0.0004351846814992	3.522763329160497e-07
9606.ENSP00000476312	BHLHA15	ENSG00000180535	0.0028830985149322	1.632115120907193e-05
9606.ENSP00000367130	HES3	ENSG00000173673	0.000271990425937	5.692426374879212e-08
9606.ENSP00000454207	TRAF3	ENSG00000131323	0.0168634064080944	0.0004218916765714
9606.ENSP00000358727	GSTO1	ENSG00000148834	0.0095196649077952	9.515116765448952e-05
9606.ENSP00000360793	KIF20B	ENSG00000138182	0.0135451232116629	0.0002213067513426
9606.ENSP00000384517	ARNTL	ENSG00000133794	0.0106620246967306	0.0001646871602523
9606.ENSP00000434614	CDC27	ENSG00000004897	0.0169178044932818	0.0002602086672734
9606.ENSP00000288221	ERC2	ENSG00000187672	0.0066909644780503	8.338701933887134e-05
9606.ENSP00000352614	ZSWIM5	ENSG00000162415	0.001359952129685	5.226526550404545e-06
9606.ENSP00000334051	GNAL	ENSG00000141404	0.0207800685415873	0.0010060899810921
9606.ENSP00000456340	DET1	ENSG00000140543	0.0059837893706141	2.769356557163226e-05
9606.ENSP00000370968	MYBBP1A	ENSG00000132382	0.0149050753413479	0.0001258014118207
9606.ENSP00000295201	TEKT4	ENSG00000163060	0.0012511559593102	4.2559767537378905e-06
9606.ENSP00000363529	FAM83C	ENSG00000125998	0.0008703693629984	3.682667458900697e-06
9606.ENSP00000312987	HNF4A	ENSG00000101076	0.0128923461894141	0.000233836405539
9606.ENSP00000328347	FAM110C	ENSG00000184731	0.000543980851874	2.4538530688420256e-06
9606.ENSP00000338283	NPAS2	ENSG00000170485	0.0080509166077354	5.006863252961491e-05
9606.ENSP00000366843	ATXN2	ENSG00000204842	0.0167546102377196	0.0001255065621929
9606.ENSP00000482093	PER3	ENSG00000049246	0.0045694391557417	2.954864777245553e-05
9606.ENSP00000281471	AMN1	ENSG00000151743	0.0022847195778708	1.6864822667945062e-06
9606.ENSP00000344855	FBXL14	ENSG00000171823	0.0034270793668062	8.516413800546454e-06
9606.ENSP00000373565	FAM83H	ENSG00000180921	0.0027743023445574	3.959463394765653e-05
9606.ENSP00000471242	FARP1	ENSG00000152767	0.0025567100038078	3.841044216513468e-05
9606.ENSP00000378782	QPRT	ENSG00000103485	0.0020671272371212	1.914477499886528e-05
9606.ENSP00000380746	FBXL16	ENSG00000127585	0.0028287004297448	1.8300943135488088e-06
9606.ENSP00000479168	PRH1	ENSG00000231887	0.0004895827666866	7.143087313764058e-05
9606.ENSP00000321386	FBXO39	ENSG00000177294	0.0023391176630582	6.261976122330425e-06
9606.ENSP00000247668	TRAF2	ENSG00000127191	0.0231191862046455	0.0010817866179867
9606.ENSP00000310928	PPARD	ENSG00000112033	0.0065277702224881	7.256660026147788e-05
9606.ENSP00000288490	DGKI	ENSG00000157680	0.0042430506446173	3.977839672616744e-05
9606.ENSP00000358247	FBXL4	ENSG00000112234	0.0030462927704944	1.202718969225909e-05
9606.ENSP00000319169	PRMT5	ENSG00000100462	0.0274710330196377	0.0005452037282509
9606.ENSP00000357348	HEY2	ENSG00000135547	0.0026655061741826	1.5184570027676654e-05
9606.ENSP00000426033	HELT	ENSG00000187821	0.0004895827666866	2.2606351333446722e-07
9606.ENSP00000347427	MINK1	ENSG00000141503	0.0055486046891149	4.040419768134684e-05
9606.ENSP00000450607	TIMELESS	ENSG00000111602	0.0119131806560409	0.000112292616489
9606.ENSP00000263925	LNX1	ENSG00000072201	0.032530054942066	0.0023084819596951
9606.ENSP00000362255	TSPO2	ENSG00000112212	0.0005983789370614	7.819268757138991e-07
9606.ENSP00000272937	HES6	ENSG00000144485	0.0013055540444976	2.5654462560659e-06
9606.ENSP00000361943	HEYL	ENSG00000163909	0.0010335636185606	4.526445940460616e-06
9606.ENSP00000336687	CBX3	ENSG00000122565	0.0247511287602676	0.0004879400831802
9606.ENSP00000301764	DDB1	ENSG00000167986	0.0365555132459337	0.0008928037191681
9606.ENSP00000418823	FTO	ENSG00000140718	0.0033726812816188	2.626757822441534e-05
9606.ENSP00000418661	PTRH1	ENSG00000187024	0.0004895827666866	4.6265078220370566e-07
9606.ENSP00000338272	HEY1	ENSG00000164683	0.0080509166077354	0.0001814304036702
9606.ENSP00000369666	FBXL19	ENSG00000099364	0.0287765870641353	0.000568791180845
9606.ENSP00000254323	ZSWIM4	ENSG00000132003	0.0012511559593102	3.631247416373989e-06
9606.ENSP00000008938	PGLYRP1	ENSG00000008438	0.0011423597889354	5.607379949436263e-06
9606.ENSP00000359663	CD40LG	ENSG00000102245	0.0040798563890551	3.196241542042274e-05
9606.ENSP00000244709	TREM1	ENSG00000124731	0.001087961703748	3.527199779105671e-06
9606.ENSP00000365567	TM9SF2	ENSG00000125304	0.0017407387259968	2.9608000897189355e-05
9606.ENSP00000369554	IFNA2	ENSG00000188379	0.001087961703748	2.651539681797439e-06
9606.ENSP00000290722	PGLYRP3	ENSG00000159527	0.0008703693629984	2.533830648446263e-06
9606.ENSP00000357705	S100A4	ENSG00000196154	0.0047326334113039	6.163862891152253e-05
9606.ENSP00000379087	ADM2	ENSG00000128165	0.000815971277811	1.954710305191777e-06
9606.ENSP00000162749	TNFRSF1A	ENSG00000067182	0.0127835500190393	0.0003919349046111
9606.ENSP00000263655	CNRIP1	ENSG00000119865	0.0008703693629984	2.3383428631412714e-06
9606.ENSP00000009041	STARD3NL	ENSG00000010270	0.0003807865963118	4.941533515626019e-07
9606.ENSP00000246551	HCST	ENSG00000126264	0.0017951368111842	1.447839002728337e-05
9606.ENSP00000369860	MOSPD2	ENSG00000130150	0.0072893434151117	9.238000154854668e-05
9606.ENSP00000337446	STARD3	ENSG00000131748	0.0011967578741228	7.970694580593668e-06
9606.ENSP00000009105	CAMK1G	ENSG00000008118	0.0063645759669259	2.31846185951654e-05
9606.ENSP00000319060	CAMK2G	ENSG00000148660	0.0139259098079747	0.0001797300590936
9606.ENSP00000478874	CAMK1D	ENSG00000183049	0.0076157319262361	9.31246931129994e-05
9606.ENSP00000263579	DCPS	ENSG00000110063	0.0031550889408692	8.002823039541606e-06
9606.ENSP00000379621	SNX16	ENSG00000104497	0.0015775444704346	2.9289658868128454e-06
9606.ENSP00000263212	PPM1F	ENSG00000100034	0.0138715117227873	0.0001548373694808
9606.ENSP00000477572	HMOX2	ENSG00000103415	0.0028830985149322	2.6758117366917336e-05
9606.ENSP00000306253	ITPR1	ENSG00000150995	0.0156666485339716	0.0005091817482095
9606.ENSP00000355167	HORMAD1	ENSG00000143452	0.0027743023445574	1.0734420939166317e-05
9606.ENSP00000367542	TPM2	ENSG00000198467	0.0199096991785889	0.0002690751193044
9606.ENSP00000315410	OSBPL3	ENSG00000070882	0.003535875537181	9.378024080325854e-06
9606.ENSP00000223136	FIS1	ENSG00000214253	0.0049502257520535	4.293413811868806e-05
9606.ENSP00000384869	CLHC1	ENSG00000162994	0.0177337757710928	0.0001664981401458
9606.ENSP00000309457	VPS41	ENSG00000006715	0.0076157319262361	5.204614183950096e-05
9606.ENSP00000362329	PPA1	ENSG00000180817	0.0106620246967306	0.0001747392459782
9606.ENSP00000436455	NUCB2	ENSG00000070081	0.00271990425937	1.2474081160715633e-05
9606.ENSP00000287936	HMGCR	ENSG00000113161	0.0047870314964913	3.073588311108845e-05
9606.ENSP00000473553	CSNK2A3	ENSG00000254598	0.0114235978893542	9.000888207392825e-05
9606.ENSP00000354340	UBA3	ENSG00000144744	0.0072893434151117	9.822389950540142e-05
9606.ENSP00000336984	HORMAD2	ENSG00000176635	0.0025567100038078	7.008693301013366e-06
9606.ENSP00000343885	PPA2	ENSG00000138777	0.0102268400152314	0.000177791864078
9606.ENSP00000264639	PSMD3	ENSG00000108344	0.0287765870641353	0.0004706185399155
9606.ENSP00000336606	RAD54B	ENSG00000197275	0.0191481259859652	0.0001642569259089
9606.ENSP00000380861	ZBTB44	ENSG00000196323	0.001359952129685	8.951983291448215e-06
9606.ENSP00000351022	TPM1	ENSG00000140416	0.0226840015231463	0.0005297882266786
9606.ENSP00000216117	HMOX1	ENSG00000100292	0.0041342544742425	5.704292428170079e-05
9606.ENSP00000312411	PPM1E	ENSG00000175175	0.0134363270412881	0.0001070014708283
9606.ENSP00000261845	MAPK6	ENSG00000069956	0.0212696513082739	0.0004155864188703
9606.ENSP00000381412	CAMK2A	ENSG00000070808	0.0162106293858456	0.0002688803639048
9606.ENSP00000341911	PALM	ENSG00000099864	0.0020127291519338	9.415574684257085e-06
9606.ENSP00000270225	SAE1	ENSG00000142230	0.0096828591633574	9.551994254080622e-05
9606.ENSP00000383234	MAPK4	ENSG00000141639	0.0185497470489038	0.0002064230034598
9606.ENSP00000356379	ASPM	ENSG00000066279	0.025621498123266	0.000549454539499
9606.ENSP00000345230	TPM4	ENSG00000167460	0.0212696513082739	0.0003208288837767
9606.ENSP00000379098	CAMK2B	ENSG00000058404	0.0146330849154109	0.0002104058005275
9606.ENSP00000361043	RAD54L	ENSG00000085999	0.0183321547081542	9.684032732581462e-05
9606.ENSP00000385923	NUCB1	ENSG00000104805	0.0031550889408692	1.8999208441181733e-05
9606.ENSP00000351990	NAE1	ENSG00000159593	0.0076701300114235	4.695965711555092e-05
9606.ENSP00000442050	PCYT2	ENSG00000185813	0.001903932981559	3.3287203498997006e-06
9606.ENSP00000009530	CD74	ENSG00000019582	0.0091388783114834	0.0002048592153259
